Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Bytes/s,Flow Packets/s,SYN Flag Count,ACK Flag Count,Label
98203,21,48,10616,549,8,40,BENIGN
12130,66,91,76976,827,0,40,BENIGN
88508,63,85,49738,11,5,10,BENIGN
61566,83,52,14107,221,2,3,BENIGN
67703,28,84,62404,589,3,6,BENIGN
28192,17,68,95182,649,7,20,BENIGN
2062,6,11,92787,342,3,6,BENIGN
85076,19,77,16954,33,7,3,BENIGN
90780,56,73,17943,774,3,11,BENIGN
22545,28,4,41725,377,8,26,BENIGN
22689,66,76,46434,751,5,16,BENIGN
12174,38,73,86751,515,0,19,BENIGN
89461,37,77,11110,185,9,30,BENIGN
10348,68,48,88091,438,1,25,BENIGN
24714,86,26,17462,896,6,30,BENIGN
39102,90,77,80232,742,9,34,BENIGN
75460,49,39,55081,451,6,8,BENIGN
90930,43,92,53799,557,2,4,BENIGN
7801,36,58,67567,523,0,47,BENIGN
73267,58,19,90301,904,7,7,BENIGN
49136,13,88,52224,370,9,20,BENIGN
24625,52,83,57063,283,9,15,BENIGN
83873,58,77,56240,186,6,15,BENIGN
73592,32,77,82352,273,9,17,BENIGN
78052,81,58,18868,195,7,46,BENIGN
45261,60,28,76973,536,0,27,BENIGN
2542,83,66,81989,922,2,17,BENIGN
22677,58,10,23222,288,1,13,BENIGN
47732,99,86,80794,715,0,47,BENIGN
51343,56,77,64924,207,4,36,BENIGN
40081,28,58,79513,358,2,39,BENIGN
63856,1,73,55649,932,9,15,BENIGN
94105,42,97,84749,430,7,20,BENIGN
89858,82,14,11223,314,5,0,BENIGN
20065,48,84,49166,73,9,10,BENIGN
84460,40,15,40369,299,8,10,BENIGN
89092,97,96,87379,27,8,1,BENIGN
55693,63,33,70392,73,5,31,BENIGN
27962,76,17,60526,883,1,18,BENIGN
29295,72,24,13661,339,8,4,BENIGN
14807,88,30,16591,879,1,2,BENIGN
43348,80,62,72718,772,2,27,BENIGN
27432,4,13,56235,949,5,25,BENIGN
84285,38,62,8970,26,1,22,BENIGN
92792,27,47,48922,452,4,29,BENIGN
58854,9,16,31755,150,1,7,BENIGN
41262,16,66,20416,317,3,35,BENIGN
38080,56,81,14672,453,2,28,BENIGN
2324,76,96,84468,505,4,12,BENIGN
92267,31,43,47996,435,5,24,BENIGN
36909,88,8,75095,484,6,21,BENIGN
90339,14,3,1064,841,9,45,BENIGN
20870,25,12,69835,254,7,32,BENIGN
35578,34,84,71385,459,8,36,BENIGN
73124,67,16,6639,811,3,6,BENIGN
27790,24,78,12055,360,3,22,BENIGN
26289,73,80,60220,608,6,5,BENIGN
56129,26,59,88594,720,9,14,BENIGN
94714,20,49,30427,879,9,14,BENIGN
95246,64,63,83516,969,8,39,BENIGN
16485,10,62,65666,170,1,33,BENIGN
45482,83,49,65274,149,5,13,BENIGN
87188,67,51,11866,502,9,28,BENIGN
5748,24,33,4889,597,9,15,BENIGN
87769,5,30,49226,540,7,28,BENIGN
10435,67,59,32335,402,4,22,BENIGN
4709,58,76,51547,851,4,9,BENIGN
31355,27,15,27162,410,7,46,BENIGN
56771,80,82,90449,59,0,3,BENIGN
58799,15,92,25687,753,5,11,BENIGN
14116,35,23,99756,304,9,41,BENIGN
26470,76,78,11995,434,8,33,BENIGN
43344,53,94,57488,915,5,3,BENIGN
43918,44,97,3631,21,6,19,BENIGN
53224,26,45,35954,344,3,27,BENIGN
40298,47,62,6967,24,9,27,BENIGN
81219,34,79,89294,37,0,5,BENIGN
62629,87,71,88278,397,8,13,BENIGN
67040,95,15,65471,301,5,34,BENIGN
29016,50,46,38116,896,2,46,BENIGN
24960,84,64,93116,842,3,0,BENIGN
34591,12,46,35227,259,9,18,BENIGN
83848,87,56,2942,514,5,0,BENIGN
68641,4,44,48664,107,5,12,BENIGN
37395,87,75,29069,824,8,7,BENIGN
23700,48,29,88342,346,3,17,BENIGN
35620,55,95,15407,48,4,34,BENIGN
21559,1,62,60201,47,4,22,BENIGN
94045,89,89,81093,309,2,49,BENIGN
94396,66,52,55348,188,1,25,BENIGN
62642,30,54,82981,618,7,40,BENIGN
77539,3,88,18878,901,9,37,BENIGN
22732,21,57,84100,478,8,19,BENIGN
92362,89,83,79629,291,9,1,BENIGN
31354,84,66,56420,759,8,25,BENIGN
14843,49,22,92987,173,4,35,BENIGN
72726,86,20,44168,462,8,24,BENIGN
18640,85,33,55862,106,3,29,BENIGN
53528,62,72,90622,778,1,17,BENIGN
39413,97,25,83025,318,2,6,BENIGN
53638,38,46,29004,271,0,26,BENIGN
53736,15,73,21471,302,4,10,BENIGN
69866,52,98,92820,779,0,36,BENIGN
20087,79,57,61167,258,0,7,BENIGN
42430,46,87,84828,254,6,10,BENIGN
25504,25,5,66308,260,1,23,BENIGN
8114,21,55,84969,132,7,29,BENIGN
79859,88,61,15568,334,5,29,BENIGN
11975,5,89,10466,995,3,14,BENIGN
12023,70,8,92057,690,8,34,BENIGN
22447,47,16,58324,956,9,38,BENIGN
91469,87,48,16467,510,7,23,BENIGN
24959,68,61,98555,696,9,7,BENIGN
67203,91,15,76955,790,2,42,BENIGN
30703,18,65,53948,725,2,41,BENIGN
10337,21,22,17676,846,3,19,BENIGN
47427,92,3,95791,75,8,40,BENIGN
62529,99,54,32514,836,8,46,BENIGN
85665,86,14,23650,845,4,25,BENIGN
32921,23,36,89290,68,8,23,BENIGN
34307,64,82,78701,740,5,21,BENIGN
28355,67,82,11683,507,7,4,BENIGN
5835,40,67,99092,382,7,14,BENIGN
21159,10,10,60819,275,9,35,BENIGN
48605,89,49,81978,662,6,36,BENIGN
39088,52,65,5860,245,3,28,BENIGN
79752,72,91,4729,907,3,14,BENIGN
56284,75,57,32351,227,5,26,BENIGN
58043,61,27,63744,536,8,48,BENIGN
36547,64,75,25346,823,6,7,BENIGN
98007,5,5,75155,450,4,28,BENIGN
83844,53,71,77700,659,4,18,BENIGN
28532,55,83,7955,415,7,30,BENIGN
35349,37,57,66642,753,5,8,BENIGN
46445,56,93,71290,610,0,9,BENIGN
6713,59,15,45293,984,0,36,BENIGN
57178,93,99,62336,598,8,9,BENIGN
50407,69,76,22662,657,7,32,BENIGN
71340,73,30,7408,926,5,24,BENIGN
51990,59,20,41403,478,0,3,BENIGN
76672,2,37,2225,927,1,4,BENIGN
66545,65,3,13196,119,9,22,BENIGN
85791,60,73,70786,362,2,38,BENIGN
59141,51,41,16372,822,9,4,BENIGN
24793,30,39,18279,100,2,7,BENIGN
57570,11,26,96729,945,1,16,BENIGN
96084,92,2,55240,891,1,0,BENIGN
38892,76,23,93404,927,5,49,BENIGN
2015,39,23,39187,423,6,11,BENIGN
62813,90,85,49481,711,3,34,BENIGN
28712,77,16,29475,82,0,13,BENIGN
9415,72,9,45552,694,5,47,BENIGN
63292,63,13,68969,556,6,17,BENIGN
24833,64,28,77534,731,3,9,BENIGN
5158,61,27,97669,307,5,14,BENIGN
63680,54,51,7858,654,8,41,BENIGN
21309,92,64,75486,292,3,32,BENIGN
7970,94,52,75474,514,9,18,BENIGN
73474,73,81,26168,207,3,33,BENIGN
87704,95,38,33099,967,9,44,BENIGN
47540,58,65,72180,41,4,24,BENIGN
21384,85,18,62455,657,2,15,BENIGN
19017,56,63,55240,769,9,7,BENIGN
76880,34,51,75796,880,1,34,BENIGN
9702,31,9,55592,350,8,20,BENIGN
1384,52,13,48458,667,0,18,BENIGN
1404,89,40,59046,343,4,45,BENIGN
41943,76,55,17488,152,4,10,BENIGN
48926,1,79,59841,755,7,43,BENIGN
30189,55,43,1395,419,5,10,BENIGN
13763,22,44,53669,958,5,10,BENIGN
19384,40,68,11845,53,5,21,BENIGN
61100,1,33,37059,41,3,20,BENIGN
99142,65,24,19394,752,0,26,BENIGN
10860,63,36,94993,37,2,17,BENIGN
81642,54,10,46906,432,9,41,BENIGN
51612,42,20,60332,500,5,47,BENIGN
24574,21,75,38305,169,4,39,BENIGN
24524,79,12,43628,854,9,37,BENIGN
70172,81,62,22352,216,0,29,BENIGN
11916,22,18,87682,27,4,44,BENIGN
5809,38,94,83971,112,1,46,BENIGN
33201,99,63,52993,591,0,44,BENIGN
54330,80,84,40386,640,3,32,BENIGN
14456,8,25,57624,660,5,20,BENIGN
57397,62,12,58065,681,6,1,BENIGN
39765,47,21,86504,241,8,12,BENIGN
35816,17,25,9539,669,4,1,BENIGN
46106,17,11,2263,874,7,42,BENIGN
54932,90,64,14305,433,7,44,BENIGN
18100,13,73,54817,913,8,30,BENIGN
58091,17,50,25398,764,2,9,BENIGN
22949,38,62,98616,556,2,22,BENIGN
71080,81,89,76801,846,8,21,BENIGN
38744,78,99,50107,903,6,46,BENIGN
46543,45,96,33152,876,3,28,BENIGN
93193,6,49,94260,248,0,32,BENIGN
37187,35,14,31624,343,6,30,BENIGN
8239,14,1,57132,158,9,13,BENIGN
15489,72,81,53979,632,5,9,BENIGN
59017,61,25,59013,417,2,17,BENIGN
62877,15,59,95925,26,4,10,BENIGN
44125,54,72,64797,923,2,38,BENIGN
50922,27,69,52798,235,7,46,BENIGN
95074,13,5,17650,661,4,2,BENIGN
33049,31,99,27014,665,9,1,BENIGN
38131,35,19,77421,269,9,7,BENIGN
43944,60,23,8434,738,5,30,BENIGN
74963,6,9,31028,683,1,7,BENIGN
25285,69,94,67558,613,7,42,BENIGN
38626,86,50,25331,183,8,47,BENIGN
43808,58,16,68573,852,2,1,BENIGN
89464,49,33,75292,214,5,21,BENIGN
54871,23,2,47326,424,5,4,BENIGN
20198,89,14,83979,517,1,6,BENIGN
20758,34,1,5123,162,9,19,BENIGN
16254,26,90,17603,112,7,27,BENIGN
45238,47,58,66941,723,4,12,BENIGN
2252,5,89,43597,801,7,1,BENIGN
40764,90,16,64238,74,7,31,BENIGN
78709,20,79,85238,126,2,25,BENIGN
38441,6,90,43719,674,4,2,BENIGN
93234,70,47,92786,165,6,40,BENIGN
54682,59,44,42751,685,4,41,BENIGN
60494,64,80,87978,91,5,12,BENIGN
82317,18,14,18693,527,1,20,BENIGN
66215,4,93,90541,843,7,44,BENIGN
79587,17,24,38697,76,4,36,BENIGN
7949,14,55,95524,247,5,22,BENIGN
56393,78,15,98869,593,0,6,BENIGN
74553,13,83,30992,616,9,16,BENIGN
7941,7,72,64825,825,1,27,BENIGN
26934,44,34,10522,988,3,46,BENIGN
24386,15,2,46406,335,8,29,BENIGN
62886,19,27,13121,599,5,4,BENIGN
76745,63,74,15219,76,7,23,BENIGN
84251,35,99,2617,185,1,6,BENIGN
95456,81,87,44016,842,9,33,BENIGN
54413,35,72,51672,693,4,49,BENIGN
57800,19,92,25276,487,0,41,BENIGN
98239,20,23,73240,264,3,32,BENIGN
43318,35,68,56735,72,9,26,BENIGN
71173,32,14,18959,823,0,13,BENIGN
71390,48,63,29522,412,8,18,BENIGN
53329,44,93,57087,767,1,47,BENIGN
44088,24,65,10953,201,6,37,BENIGN
40811,61,68,27567,988,2,11,BENIGN
56479,17,63,61523,338,1,2,BENIGN
86392,71,96,63708,80,3,6,BENIGN
88369,50,97,23560,887,6,34,BENIGN
20963,65,90,59390,750,6,24,BENIGN
56123,99,81,69149,955,8,48,BENIGN
93705,32,87,37660,72,2,14,BENIGN
74477,36,64,46104,306,6,18,BENIGN
15388,13,32,58805,254,5,18,BENIGN
6569,70,79,25496,528,9,22,BENIGN
70836,58,13,84301,402,6,10,BENIGN
37586,14,66,92257,781,6,20,BENIGN
13015,37,19,4515,610,9,33,BENIGN
46002,79,24,5454,186,4,38,BENIGN
7254,68,88,23873,213,8,6,BENIGN
18144,40,11,74920,655,6,41,BENIGN
25214,59,59,14727,603,6,43,BENIGN
81719,80,86,70070,542,2,26,BENIGN
72774,92,15,98425,920,0,49,BENIGN
7090,16,10,50979,137,4,22,BENIGN
12637,62,41,26465,204,7,37,BENIGN
23415,4,27,54900,203,4,19,BENIGN
25071,45,60,60799,193,9,26,BENIGN
59243,90,73,97129,256,2,7,BENIGN
42240,28,52,22330,882,8,36,BENIGN
84807,96,28,9302,881,1,2,BENIGN
34434,66,65,79443,333,2,1,BENIGN
70724,31,17,90966,169,3,21,BENIGN
76697,3,95,73717,715,9,5,BENIGN
29732,8,44,13875,631,0,38,BENIGN
12314,24,10,28219,934,3,39,BENIGN
24954,15,63,37182,75,3,35,BENIGN
58108,43,93,81541,939,8,43,BENIGN
88044,31,82,43269,263,7,23,BENIGN
88505,73,47,80781,292,1,11,BENIGN
37668,45,38,7457,69,6,16,BENIGN
24061,66,70,7749,127,5,21,BENIGN
80252,8,76,34064,432,6,18,BENIGN
40749,71,53,10821,565,3,8,BENIGN
17907,57,78,99297,731,4,11,BENIGN
19777,80,44,79655,45,5,31,BENIGN
94229,99,74,8664,540,8,30,BENIGN
52745,30,54,30281,100,1,16,BENIGN
92865,74,20,32821,310,8,22,BENIGN
82818,18,79,25647,733,9,9,BENIGN
24624,69,31,70918,926,0,29,BENIGN
24321,93,7,82985,928,3,18,BENIGN
11488,39,58,83799,743,4,25,BENIGN
23574,60,10,91179,226,8,25,BENIGN
6240,98,10,75944,744,5,10,BENIGN
44221,43,39,90142,932,3,19,BENIGN
11478,45,28,28603,107,1,44,BENIGN
56645,23,30,47458,465,4,3,BENIGN
20262,69,37,71605,540,7,46,BENIGN
53796,94,67,20623,818,7,11,BENIGN
5432,6,43,45440,547,5,24,BENIGN
96257,56,79,83427,37,0,9,BENIGN
65291,4,85,8704,585,7,21,BENIGN
80104,93,52,94826,333,3,6,BENIGN
60399,23,56,28460,232,1,23,BENIGN
80714,6,76,84045,89,0,1,BENIGN
51428,32,68,83805,572,6,31,BENIGN
88731,18,9,74511,467,1,20,BENIGN
1302,15,92,7565,623,3,6,BENIGN
83558,40,23,89003,185,3,7,BENIGN
1055,96,63,5870,531,9,37,BENIGN
9717,73,61,19909,758,0,20,BENIGN
29699,74,40,10117,466,1,7,BENIGN
74686,84,44,68474,432,0,24,BENIGN
68661,6,86,94926,109,5,27,BENIGN
45247,63,24,45322,899,2,27,BENIGN
17748,67,51,21128,749,0,30,BENIGN
5621,11,58,98317,412,7,35,BENIGN
16034,43,90,70001,585,3,24,BENIGN
6126,17,94,1440,389,9,40,BENIGN
6122,96,33,61955,540,6,36,BENIGN
19030,4,16,50613,341,9,37,BENIGN
83838,63,22,71949,327,1,11,BENIGN
85717,68,57,12663,662,5,36,BENIGN
56658,81,62,20547,546,5,36,BENIGN
39638,41,82,82662,749,6,30,BENIGN
68067,83,71,1005,98,0,17,BENIGN
89869,5,90,8038,613,0,25,BENIGN
35674,32,72,7414,520,1,5,BENIGN
36854,86,70,88659,51,1,8,BENIGN
47271,70,30,70506,894,4,10,BENIGN
74688,35,23,77586,816,0,30,BENIGN
39518,22,32,3606,935,1,45,BENIGN
11267,65,86,17482,398,5,1,BENIGN
91825,84,57,99829,90,2,28,BENIGN
2062,22,9,72873,411,3,45,BENIGN
51448,11,31,34948,116,0,41,BENIGN
96462,77,71,90987,120,4,4,BENIGN
7229,3,9,92801,286,3,22,BENIGN
57793,9,13,92250,223,7,35,BENIGN
48915,60,58,21875,752,2,6,BENIGN
5632,76,3,14057,827,9,12,BENIGN
4596,87,35,33400,515,0,41,BENIGN
7168,14,97,72458,130,9,9,BENIGN
8561,97,21,69607,143,4,35,BENIGN
74794,18,64,88561,827,0,15,BENIGN
83152,73,95,28503,729,4,14,BENIGN
27734,23,52,24765,971,8,42,BENIGN
7371,74,34,47612,380,4,18,BENIGN
27069,83,96,99318,266,1,20,BENIGN
80905,47,35,85335,706,1,34,BENIGN
13910,69,15,94012,807,9,14,BENIGN
74479,47,96,82748,963,8,47,BENIGN
78735,87,6,10428,884,4,13,BENIGN
82264,30,85,32419,189,7,28,BENIGN
24275,25,97,66195,942,9,4,BENIGN
73274,28,32,74695,57,3,48,BENIGN
82449,98,52,90846,608,1,17,BENIGN
61004,25,83,40142,906,3,0,BENIGN
63981,74,97,72540,28,3,26,BENIGN
85659,78,28,39289,55,8,26,BENIGN
55553,58,95,77948,460,9,24,BENIGN
49447,94,85,59951,907,5,40,BENIGN
35529,41,98,12755,65,9,20,BENIGN
76703,25,64,85553,750,5,13,BENIGN
77090,78,79,4890,666,4,19,BENIGN
18260,99,78,95376,101,5,27,BENIGN
4812,48,19,18175,91,0,20,BENIGN
29024,98,15,75727,746,4,22,BENIGN
59656,10,6,66687,88,5,10,BENIGN
28285,99,73,85983,671,7,1,BENIGN
93436,75,84,89287,882,3,19,BENIGN
2605,11,98,95711,292,4,23,BENIGN
72158,85,38,25288,320,3,24,BENIGN
73303,21,26,47629,169,6,36,BENIGN
28139,86,82,48800,325,9,21,BENIGN
78149,45,92,38367,886,5,23,BENIGN
57138,7,51,78810,988,3,14,BENIGN
77125,81,73,78754,677,5,11,BENIGN
14918,64,96,90328,165,3,45,BENIGN
86655,64,53,69513,897,7,30,BENIGN
28446,2,56,83762,723,2,42,BENIGN
14046,76,59,30022,477,7,30,BENIGN
25818,42,70,70329,930,1,29,BENIGN
5324,82,78,60414,862,5,40,BENIGN
77323,54,92,2659,471,7,19,BENIGN
10111,75,58,58941,863,0,7,BENIGN
39110,16,88,38930,126,5,43,BENIGN
17389,18,13,44473,675,8,29,BENIGN
42427,99,43,56598,373,9,34,BENIGN
80579,59,76,17040,852,9,20,BENIGN
29746,90,51,70806,640,1,46,BENIGN
88886,16,19,14286,720,0,39,BENIGN
1117,6,21,70139,922,1,27,BENIGN
85471,57,91,56916,475,4,38,BENIGN
14234,47,83,18600,784,5,16,BENIGN
54441,48,24,3291,193,0,11,BENIGN
1846,42,26,14123,969,6,49,BENIGN
11954,76,45,4811,669,3,17,BENIGN
80239,60,28,79883,175,8,46,BENIGN
47514,77,82,32276,84,5,27,BENIGN
89236,4,29,55145,757,8,2,BENIGN
98579,2,17,47619,835,0,14,BENIGN
7469,90,68,82049,281,3,15,BENIGN
31105,59,44,71678,700,1,21,BENIGN
43101,27,61,89782,512,5,48,BENIGN
65323,27,93,92043,804,3,30,BENIGN
92922,79,68,27714,572,8,30,BENIGN
59067,72,74,56685,596,2,0,BENIGN
50376,7,25,13194,665,0,10,BENIGN
46587,63,95,74062,352,0,5,BENIGN
37976,46,67,65037,709,8,22,BENIGN
68584,63,2,20362,644,8,8,BENIGN
79477,12,89,55499,853,4,15,BENIGN
43533,13,49,47281,260,1,37,BENIGN
2828,43,70,63813,817,8,43,BENIGN
2917,17,26,45852,844,7,18,BENIGN
21618,63,72,48836,139,9,44,BENIGN
33254,81,99,5595,773,9,12,BENIGN
48362,36,27,96930,367,5,31,BENIGN
21128,85,89,16402,953,6,35,BENIGN
60383,8,18,66283,701,5,8,BENIGN
66545,69,54,93676,417,4,45,BENIGN
83180,90,1,89131,870,3,45,BENIGN
88958,80,61,43723,504,6,48,BENIGN
10865,36,3,52322,631,3,36,BENIGN
3219,28,68,47764,491,9,30,BENIGN
40809,93,41,25911,989,9,30,BENIGN
6287,47,37,92288,859,9,18,BENIGN
35387,76,51,20405,87,8,1,BENIGN
9512,30,15,59122,987,4,44,BENIGN
2342,23,8,90756,523,7,31,BENIGN
64076,16,38,4447,330,5,42,BENIGN
20216,14,83,54143,797,3,33,BENIGN
94070,74,56,63906,299,2,0,BENIGN
80767,71,47,11662,306,5,20,BENIGN
98829,52,90,64001,690,0,2,BENIGN
27614,37,10,59282,761,1,26,BENIGN
37258,29,78,5899,980,6,43,BENIGN
94789,67,49,29582,484,3,6,BENIGN
43078,15,41,68471,32,4,32,BENIGN
84524,47,83,43213,815,9,8,BENIGN
97573,46,30,76871,181,0,29,BENIGN
13219,52,5,84205,844,1,17,BENIGN
1235,19,95,75081,327,3,25,BENIGN
43929,77,71,84805,917,7,19,BENIGN
68444,21,83,38830,807,9,37,BENIGN
9567,64,31,8066,864,3,40,BENIGN
71792,37,52,11712,202,2,30,BENIGN
66441,27,88,82527,690,2,7,BENIGN
85555,55,98,66365,925,4,22,BENIGN
74698,29,23,88185,127,2,49,BENIGN
6415,20,48,31806,15,7,24,BENIGN
37159,25,40,13210,852,4,46,BENIGN
44925,70,6,37972,492,6,0,BENIGN
6951,63,38,35136,141,7,45,BENIGN
88388,36,41,45297,102,4,17,BENIGN
9007,2,27,16945,772,7,18,BENIGN
42832,22,75,96201,531,2,41,BENIGN
59596,96,69,43477,572,6,5,BENIGN
31523,16,57,80180,870,7,16,BENIGN
89861,18,17,71453,303,6,45,BENIGN
87740,69,71,86404,650,1,44,BENIGN
16524,54,91,78413,401,7,7,BENIGN
20282,30,47,14224,258,5,41,BENIGN
24930,45,79,4052,623,9,8,BENIGN
1077,19,13,28272,858,2,36,BENIGN
21611,87,11,42150,604,3,26,BENIGN
17984,34,90,97204,712,6,35,BENIGN
15060,13,86,18316,426,2,5,BENIGN
83985,43,92,54389,152,0,5,BENIGN
85056,62,24,64332,246,5,44,BENIGN
44303,93,93,8240,296,2,3,BENIGN
60207,22,73,98095,286,9,21,BENIGN
76046,52,4,69774,396,5,39,BENIGN
30287,52,46,44175,391,9,26,BENIGN
94709,36,18,1565,459,2,36,BENIGN
40711,73,43,88298,300,5,1,BENIGN
12954,19,80,72094,178,3,8,BENIGN
74340,38,33,17375,452,3,10,BENIGN
73101,70,93,26710,665,9,19,BENIGN
72520,79,10,50895,193,9,42,BENIGN
88062,57,73,77639,54,1,38,BENIGN
19574,20,59,16174,764,3,13,BENIGN
10184,9,31,88329,836,3,25,BENIGN
20096,32,28,28597,955,6,37,BENIGN
68728,4,60,75289,990,4,29,BENIGN
35016,50,3,39397,277,7,35,BENIGN
12246,82,55,72854,485,6,37,BENIGN
46558,5,14,34069,262,9,34,BENIGN
19381,20,58,86687,405,8,5,BENIGN
37455,87,89,41274,298,7,2,BENIGN
93263,75,15,75237,221,8,0,BENIGN
5018,37,2,73498,698,0,17,BENIGN
12302,22,24,39197,30,9,22,BENIGN
68506,58,78,49634,325,2,31,BENIGN
42157,68,64,31041,573,4,28,BENIGN
55917,93,71,8248,447,8,22,BENIGN
93738,44,24,86365,432,7,35,BENIGN
97646,34,27,3203,242,9,5,BENIGN
84122,77,37,52986,954,6,16,BENIGN
25519,42,94,26370,132,1,17,BENIGN
97809,9,91,36247,883,5,30,BENIGN
88487,95,39,76922,969,3,5,BENIGN
57819,7,63,1434,621,4,33,BENIGN
81910,68,79,63982,223,4,43,BENIGN
72324,19,26,66180,931,3,43,BENIGN
6408,94,65,35474,848,3,26,BENIGN
60379,31,4,25644,656,3,35,BENIGN
26053,35,29,39493,977,1,47,BENIGN
10446,57,1,84824,839,0,41,BENIGN
1922,85,50,4959,739,1,24,BENIGN
99723,61,86,48289,609,6,9,BENIGN
52356,31,11,12143,801,0,38,BENIGN
11789,83,74,40593,49,5,45,BENIGN
98720,95,59,40115,761,3,38,BENIGN
67656,53,62,23540,341,1,11,BENIGN
45028,32,81,36481,952,2,10,BENIGN
65484,66,36,96505,657,6,48,BENIGN
33154,59,56,78097,191,5,42,BENIGN
83870,10,90,23578,274,5,2,BENIGN
3336,2,21,13787,780,7,21,BENIGN
68779,66,13,73048,703,7,3,BENIGN
20029,60,9,53879,542,5,7,BENIGN
60201,88,11,11596,872,0,13,BENIGN
33265,17,75,98282,441,9,19,BENIGN
44872,96,70,61669,952,6,23,BENIGN
47197,16,1,20930,993,7,13,BENIGN
56180,16,70,48950,205,4,27,BENIGN
24710,46,77,96737,733,3,15,BENIGN
30486,39,86,19687,518,6,31,BENIGN
72907,31,56,53833,456,5,46,BENIGN
72895,88,31,36989,537,5,11,BENIGN
65435,1,86,31183,211,2,15,BENIGN
41631,11,37,21758,884,9,18,BENIGN
21103,85,47,2082,739,3,4,BENIGN
65772,4,91,97368,614,4,11,BENIGN
15382,71,78,46891,142,8,28,BENIGN
85291,26,47,46810,148,7,4,BENIGN
4756,50,69,47901,678,2,41,BENIGN
21609,12,58,84512,502,5,16,BENIGN
17478,95,36,72062,856,9,46,BENIGN
40666,81,32,97622,79,0,7,BENIGN
76683,97,98,22563,825,2,39,BENIGN
72315,75,64,73008,24,9,39,BENIGN
78834,92,71,3775,756,6,29,BENIGN
15153,96,42,16828,221,6,9,BENIGN
77325,65,48,18974,811,1,19,BENIGN
13999,47,74,23388,69,2,44,BENIGN
56318,92,81,81591,261,6,15,BENIGN
1814,53,30,19615,455,5,40,BENIGN
77077,71,21,38886,11,6,15,BENIGN
91474,2,60,23838,757,9,41,BENIGN
3443,24,13,41728,345,8,2,BENIGN
76993,4,1,79000,28,7,22,BENIGN
76916,19,65,53798,570,5,21,BENIGN
74319,26,33,73776,87,3,27,BENIGN
18368,75,38,71478,481,9,45,BENIGN
16328,40,25,20622,37,8,44,BENIGN
57942,50,26,14536,569,6,35,BENIGN
92751,43,77,68136,617,4,3,BENIGN
28306,75,59,6700,174,1,37,BENIGN
86451,67,92,39839,467,8,23,BENIGN
40915,12,33,11248,954,6,18,BENIGN
38219,67,41,46291,886,8,10,BENIGN
81879,27,30,83629,185,8,39,BENIGN
65644,54,57,85891,594,9,45,BENIGN
61279,66,49,18177,993,4,39,BENIGN
54028,49,48,20483,877,6,45,BENIGN
1126,16,72,44815,38,4,38,BENIGN
53329,2,49,39533,965,2,17,BENIGN
28632,60,47,1026,678,9,11,BENIGN
66310,54,56,61611,835,7,13,BENIGN
56176,30,65,88242,825,7,46,BENIGN
87066,84,12,25660,288,8,17,BENIGN
45327,38,69,56103,292,5,43,BENIGN
69904,28,88,53253,488,1,41,BENIGN
4797,25,6,43082,528,2,11,BENIGN
48882,96,89,17258,314,9,39,BENIGN
14718,10,65,99315,703,5,26,BENIGN
35560,60,25,90690,118,0,5,BENIGN
77589,42,1,96220,333,1,23,BENIGN
23116,40,32,16389,215,7,32,BENIGN
37244,97,3,92860,243,7,44,BENIGN
2645,77,49,28685,947,5,15,BENIGN
48523,42,19,60220,467,2,49,BENIGN
20256,47,60,28195,196,1,11,BENIGN
54173,37,29,22797,949,5,30,BENIGN
38430,80,50,72310,491,0,36,BENIGN
40282,22,2,98169,931,9,12,BENIGN
64374,57,73,67332,416,5,7,BENIGN
69244,84,56,94925,850,8,37,BENIGN
12694,27,17,63907,518,6,2,BENIGN
57264,41,60,8188,878,8,19,BENIGN
76060,80,36,24696,529,1,3,BENIGN
98416,34,61,3024,62,4,43,BENIGN
58545,32,17,74202,407,8,44,BENIGN
40224,90,49,36985,208,6,1,BENIGN
98945,89,76,7584,400,8,35,BENIGN
14224,66,60,91998,658,5,22,BENIGN
41738,12,20,28044,780,6,44,BENIGN
26150,40,50,6285,855,9,18,BENIGN
64731,73,3,64115,922,4,39,BENIGN
50688,76,43,8370,507,5,7,BENIGN
74509,90,57,18903,181,0,15,BENIGN
9577,73,50,33499,95,0,42,BENIGN
9070,10,68,98904,567,1,17,BENIGN
9666,96,81,23995,867,3,35,BENIGN
58761,98,50,36200,195,8,23,BENIGN
37368,48,37,89377,165,6,0,BENIGN
7783,20,46,71402,502,5,0,BENIGN
42914,39,42,14566,919,0,45,BENIGN
71507,60,15,38822,530,4,35,BENIGN
80026,66,33,52222,636,3,10,BENIGN
68526,65,80,95088,675,4,17,BENIGN
71835,51,11,91450,139,8,15,BENIGN
46765,36,20,51668,852,2,16,BENIGN
20956,24,24,64853,90,3,23,BENIGN
88895,27,64,55643,393,7,33,BENIGN
47240,2,80,23333,811,2,3,BENIGN
38148,31,94,16958,668,2,34,BENIGN
95270,57,98,53442,304,8,14,BENIGN
5757,78,65,21954,987,4,1,BENIGN
20097,66,88,76174,278,9,30,BENIGN
11395,29,88,10675,654,0,8,BENIGN
17241,15,73,90590,571,6,9,BENIGN
28696,12,86,32661,544,6,24,BENIGN
71480,28,76,65289,387,5,4,BENIGN
47163,84,17,18184,385,5,13,BENIGN
20816,24,89,48963,97,2,41,BENIGN
50840,21,92,26822,934,2,47,BENIGN
53853,10,61,63303,633,9,37,BENIGN
